0,36672
1,36672
2,36672
3,36672
4,36672
5,14978
6,14978
7,14978
8,14978
9,14978
10,14978
11,14978
12,41623
13,41623
14,41623
15,42558
16,42558
17,42558
18,42558
19,42558
20,42558
21,39435
22,39435
23,39435
24,39435
25,39435
26,39435
27,39435
28,39435
29,39435
30,39435
31,45105
32,45105
33,45105
34,45105
35,45105
36,45105
37,45105
38,45105
39,45105
40,45105
41,45105
42,45105
43,45105
44,26134
45,26134
46,26134
47,26134
48,26134
49,40779
50,40779
51,40779
52,40779
53,40779
54,40779
55,40779
56,40779
57,40779
58,40779
59,40779
60,45845
61,45845
62,45845
63,45845
64,45845
65,45845
66,45845
67,45845
68,45845
69,45845
70,45845
71,31666
72,31666
73,31666
74,31666
75,31666
76,31666
77,31666
78,31666
79,31666
80,20584
81,20584
82,20584
83,20584
84,20584
85,20584
86,20584
87,20584
88,20584
89,20584
90,20584
91,20584
92,20584
93,45588
94,45588
95,45588
96,45588
97,45588
98,45588
99,45588
100,45588
101,45588
102,45588
103,45588
104,45588
105,45588
106,45588
107,45588
108,45588
109,45588
110,45588
111,45588
112,45588
113,45588
114,45588
115,45588
116,45588
117,45588
118,45588
119,45588
120,45588
121,45588
122,45588
123,45588
124,45588
125,45588
126,45588
127,45588
128,45588
129,45588
130,45588
131,45588
132,45588
133,45588
134,45588
135,44916
136,44916
137,44916
138,44916
139,44916
140,44916
141,44916
142,44916
143,44916
144,39778
145,39778
146,39778
147,39778
148,39778
149,39778
150,39778
151,39778
152,39778
153,39778
154,39778
155,39778
156,39778
157,39778
158,39778
159,39778
160,39778
161,39778
162,39778
163,39778
164,30526
165,30526
166,30526
167,30526
168,30526
169,30526
170,30526
171,30526
172,30526
173,44832
174,44832
175,44832
176,44832
177,44832
178,44832
179,44832
180,44832
181,38830
182,38830
183,38830
184,38830
185,38830
186,38830
187,38830
188,38830
189,38830
190,38830
191,38830
192,38830
193,38830
194,38830
195,32681
196,32681
197,32681
198,32681
199,32681
200,32681
201,32681
202,32681
203,32681
204,32681
205,32681
206,32681
207,32681
208,32681
209,32681
210,32681
211,32681
212,32681
213,32681
214,32681
215,21297
216,21297
217,21297
218,21297
219,21297
220,21297
221,44946
222,44946
223,44946
224,44946
225,44946
226,44946
227,44946
228,44946
229,44946
230,44946
231,44946
232,45427
233,45427
234,45427
235,45427
236,45427
237,45427
238,45427
239,45427
240,45427
241,45427
242,45427
243,45427
244,45427
245,45427
246,45427
247,3587
248,3587
249,3587
250,3587
251,3587
252,3587
253,3587
254,3587
255,3587
256,3587
257,3587
258,3587
259,33392
260,33392
261,33392
262,19768
263,19768
264,19768
265,19768
266,19768
267,19768
268,19768
269,19768
270,19768
271,19768
272,19768
273,19768
274,19768
275,32904
276,32904
277,32904
278,34243
279,34243
280,34243
281,34243
282,34243
283,34243
284,34243
285,34243
286,34243
287,34243
288,34243
289,34243
290,34243
291,34243
292,34243
293,34243
294,34243
295,34243
296,34243
297,34243
298,34243
299,34243
300,34243
301,34243
302,32551
303,32551
304,32551
305,32551
306,32551
307,32551
308,32551
309,32551
310,32551
311,32551
312,32551
313,32551
314,32551
315,32551
316,32551
317,32551
318,32551
319,32551
320,32551
321,32551
322,32551
323,32551
324,32551
325,32551
326,32551
327,32551
328,37485
329,37485
330,37485
331,37485
332,37485
333,37485
334,37485
335,37485
336,37485
337,37485
338,37485
339,37485
340,37485
341,37485
342,37485
343,37485
344,38313
345,38313
346,38313
347,38313
348,38313
349,38313
350,38313
351,38313
352,38313
353,38313
354,38313
355,38313
356,38313
357,38313
358,38313
359,38313
360,38313
361,38313
362,38313
363,38313
364,38313
365,38313
366,20757
367,20757
368,20757
369,20757
370,20757
371,20757
372,20757
373,20757
374,20757
375,20757
376,20757
377,20757
378,20757
379,20757
380,20757
381,20757
382,20757
383,20757
384,20757
385,20757
386,20757
387,20757
388,23728
389,23728
390,23728
391,23728
392,23728
393,23728
394,23728
395,23728
396,23728
397,23728
398,23728
399,23728
400,23728
401,23728
402,45661
403,45661
404,45661
405,45661
406,45661
407,45661
408,45661
409,45661
410,45661
411,45661
412,45661
413,45661
414,22359
415,22359
416,22359
417,22359
418,22359
419,22359
420,22359
421,22359
422,22359
423,4120
424,4120
425,4120
426,4120
427,4120
428,4120
429,4120
430,4120
431,4120
432,4120
433,4120
434,4120
435,4120
436,4120
437,4120
438,4120
439,4120
440,4120
441,4120
442,4120
443,4120
444,4120
445,4120
446,4120
447,4120
448,4120
449,4120
450,4120
451,4120
452,4120
453,4120
454,4120
455,4120
456,4120
457,4120
458,4120
459,4120
460,4120
461,4120
462,4120
463,4120
464,4120
465,27846
466,27846
467,27846
468,27846
469,27846
470,27846
471,27846
472,27846
473,27846
474,27846
475,27846
476,27846
477,27846
478,43503
479,43503
480,43503
481,43503
482,43503
483,43503
484,43503
485,44651
486,44651
487,44651
488,44651
489,44651
490,44651
491,44651
492,44651
493,9813
494,9813
495,9813
496,9813
497,9813
498,9813
499,9813
500,9813
501,9813
502,32583
503,32583
504,32583
505,32583
506,32583
507,32583
508,32583
509,32583
510,32941
511,32941
512,32941
513,32941
514,32941
515,32941
516,32941
