9952426,58
10014552,1421
10095232,144
10099950,2213
10132892,669
10136626,885
10210677,1049
10255812,886
10422793,85
10592438,783
10595489,670
10678449,1988
10764226,69
11045096,2335
11097836,946
11481389,1200
11557472,150
11635178,58
11711100,1981
11711636,1133
11780124,2444
11788268,1049
11800905,92
11906239,1049
11914966,629
11929369,2115
11941800,1133
12401265,160
12409642,1968
12451991,1159
12561507,520
12564089,792
12569093,1940
12572098,111
12572752,1620
12703703,1159
12753764,118
12768029,1572
12787016,1478
12918171,1860
12956674,41
13060917,1008
13107618,1403
13336372,985
13452029,1316
13474623,120
13498766,943
13532626,868
13594853,150
13693084,883
13751180,869
13856231,1046
13908259,32
13934616,32
13985896,1732
14095459,996
14099484,1345
14113811,181
14245992,1133
14262733,1382
14289423,113
14339722,80
14343336,773
14367353,771
14404386,1500
14411646,1360
14523293,100
14548487,1394
14693335,942
14759689,2047
14789055,979
14820865,92
14895172,114
14901389,32
15034737,1325
15063964,895
15092233,992
15149291,869
15343952,1915
15410849,1746
15416092,2103
15431986,1657
15519926,1493
15586718,2904
15641711,2277
15808622,702
15880950,1402
15963625,2448
16018733,1197
16075571,886
16089695,783
16187687,2163
16188573,1224
16239251,1543
16277400,1159
16363786,1452
16401974,933
16412231,1217
16430058,1002
16595101,1021
